oldidentifierfrompreviousfile,fid,src_agency,latitude,longitude,date,sizeha,cause,protzone,ecoz_name,wildlat1,coordinates,Unnamed: 0_y,coordinates1,climlatitude,climlongitude,firelat_radians,firelong_radians,climlat_radians,climlong_radians,distance_km
50592,368026,QC,48.7317,-69.1053,26-09-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7317,-69.1053",59,"48.4156,-68.8928",48.4156,-68.8928,0.850528615,-1.206115016,0.845011629,-1.202406191,38.44477559
50593,368027,QC,49.72,-67.8597,30-09-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","49.72,-67.8597",53,"49.3167,-67.6167",49.3167,-67.6167,0.867777704,-1.184375194,0.860738791,-1.180134044,48.12339923
50594,368028,QC,49.3569,-63.2058,12-07-2016,0.5,L,Nordique,Boreal Shield East,"(45, 50]","49.3569,-63.2058",14,"48.85,-64.2",48.85,-64.2,0.861440414,-1.103149316,0.85259334,-1.12050138,91.6762665
50595,368029,QC,49.2519,-63.0842,12-07-2016,0.1,L,Nordique,Boreal Shield East,"(45, 50]","49.2519,-63.0842",14,"48.85,-64.2",48.85,-64.2,0.859607818,-1.101026996,0.85259334,-1.12050138,92.72628167
50596,368030,QC,49.8328,-64.3792,22-08-2016,0,H,Nordique,Boreal Shield East,"(45, 50]","49.8328,-64.3792",58,"50.2208,-64.2072",50.2208,-64.2072,0.869746435,-1.12362901,0.876518313,-1.120627043,44.83089513
50597,368040,QC,48.7808,-71.0833,20-05-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7808,-71.0833",135,"48.8942,-71.0317",48.8942,-71.0317,0.851385572,-1.240637628,0.853364775,-1.239737038,13.15462306
50598,368041,QC,48.9933,-71.7717,22-05-2011,0.8,H,Intensive,Boreal Shield East,"(45, 50]","48.9933,-71.7717",162,"48.7667,-72.0333",48.7667,-72.0333,0.855094396,-1.252652475,0.85113948,-1.257218256,31.61591911
50599,368042,QC,48.9356,-71.7883,01-06-2011,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.9356,-71.7883",162,"48.7667,-72.0333",48.7667,-72.0333,0.854087341,-1.252942199,0.85113948,-1.257218256,25.94649813
50600,368043,QC,48.9842,-72.7406,20-06-2011,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.9842,-72.7406",134,"48.8417,-72.5469",48.8417,-72.5469,0.854935571,-1.26956297,0.852448477,-1.266182267,21.23380818
50601,368044,QC,49.055,-72.7281,17-07-2011,0,L,Intensive,Boreal Shield East,"(45, 50]","49.055,-72.7281",134,"48.8417,-72.5469",48.8417,-72.5469,0.856171265,-1.269344804,0.852448477,-1.266182267,27.14231071
50602,368045,QC,49.0925,-71.9631,01-08-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0925,-71.9631",162,"48.7667,-72.0333",48.7667,-72.0333,0.856825763,-1.255993035,0.85113948,-1.257218256,36.56551611
50603,368046,QC,49.2289,-72.2936,08-10-2011,0.5,H,Intensive,Boreal Shield East,"(45, 50]","49.2289,-72.2936",134,"48.8417,-72.5469",48.8417,-72.5469,0.859206392,-1.261761348,0.852448477,-1.266182267,46.81782405
50604,368047,QC,49.1892,-71.2486,31-10-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","49.1892,-71.2486",135,"48.8942,-71.0317",48.8942,-71.0317,0.858513496,-1.243522657,0.853364775,-1.239737038,36.39070472
50605,368048,QC,48.6694,-71.115,02-08-2012,0.2,L,Intensive,Boreal Shield East,"(45, 50]","48.6694,-71.115",202,"48.5667,-71.3333",48.5667,-71.3333,0.849441275,-1.241190898,0.847648822,-1.245000951,19.68308701
50606,368049,QC,48.9194,-71.0422,04-08-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.9194,-71.0422",135,"48.8942,-71.0317",48.8942,-71.0317,0.853804598,-1.239920298,0.853364775,-1.239737038,2.903473409
50607,368050,QC,49.2011,-72.9353,10-06-2013,7.8,L,Intensive,Boreal Shield East,"(45, 50]","49.2011,-72.9353",19,"49.2786,-73.3556",49.2786,-73.3556,0.858721191,-1.272961126,0.860073821,-1.280296745,31.68675155
50608,368051,QC,49.2897,-71.9058,06-07-2013,0.8,L,Intensive,Boreal Shield East,"(45, 50]","49.2897,-71.9058",162,"48.7667,-72.0333",48.7667,-72.0333,0.860267552,-1.254992961,0.85113948,-1.257218256,58.85622256
50609,368052,QC,49.3042,-71.9086,06-07-2013,0,L,Intensive,Boreal Shield East,"(45, 50]","49.3042,-71.9086",162,"48.7667,-72.0333",48.7667,-72.0333,0.860520625,-1.25504183,0.85113948,-1.257218256,60.41665532
50610,368053,QC,49.2044,-70.9906,13-07-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","49.2044,-70.9906",135,"48.8942,-71.0317",48.8942,-71.0317,0.858778786,-1.239019708,0.853364775,-1.239737038,34.60073639
50611,368054,QC,48.5897,-70.8406,16-07-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5897,-70.8406",71,"48.425,-71.1425",48.425,-71.1425,0.848050248,-1.236401714,0.84517569,-1.241670863,28.79240736
50612,368055,QC,49.1239,-72.4189,27-07-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","49.1239,-72.4189",134,"48.8417,-72.5469",48.8417,-72.5469,0.857373796,-1.263948246,0.852448477,-1.266182267,32.71941773
50613,368056,QC,49.0542,-72.9617,25-08-2013,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.0542,-72.9617",19,"49.2786,-73.3556",49.2786,-73.3556,0.856157302,-1.273421893,0.860073821,-1.280296745,37.96032788
50614,368057,QC,49.0406,-72.1406,22-05-2014,11.3,H,Intensive,Boreal Shield East,"(45, 50]","49.0406,-72.1406",162,"48.7667,-72.0333",48.7667,-72.0333,0.855919937,-1.259090994,0.85113948,-1.257218256,31.43010626
50615,368058,QC,49.065,-72.3061,25-05-2014,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.065,-72.3061",134,"48.8417,-72.5469",48.8417,-72.5469,0.856345797,-1.261979514,0.852448477,-1.266182267,30.40583697
50616,368059,QC,49.1536,-72.8617,28-06-2014,0.3,H,Intensive,Boreal Shield East,"(45, 50]","49.1536,-72.8617",19,"49.2786,-73.3556",49.2786,-73.3556,0.857892159,-1.271676564,0.860073821,-1.280296745,38.44795266
50617,368060,QC,49.4789,-71.0447,09-08-2014,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.4789,-71.0447",35,"49.8403,-71.1683",49.8403,-71.1683,0.863569715,-1.239963931,0.869877335,-1.242121158,41.13301675
50618,368061,QC,48.9419,-72.0094,02-09-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.9419,-72.0094",162,"48.7667,-72.0333",48.7667,-72.0333,0.854197297,-1.256801122,0.85113948,-1.257218256,19.54738899
50619,368062,QC,49.1519,-72.2853,10-05-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.1519,-72.2853",134,"48.8417,-72.5469",48.8417,-72.5469,0.857862489,-1.261616486,0.852448477,-1.266182267,39.3957873
50620,368063,QC,48.8758,-72.9208,12-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8758,-72.9208",134,"48.8417,-72.5469",48.8417,-72.5469,0.853043635,-1.272708053,0.852448477,-1.266182267,27.59762873
50621,368064,QC,49.22,-72.6186,21-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","49.22,-72.6186",134,"48.8417,-72.5469",48.8417,-72.5469,0.859051058,-1.267433668,0.852448477,-1.266182267,42.36196852
50622,368065,QC,48.6456,-71.1356,01-06-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6456,-71.1356",202,"48.5667,-71.3333",48.5667,-71.3333,0.849025887,-1.241550435,0.847648822,-1.245000951,16.96772675
50623,368066,QC,49.0253,-72.0244,20-06-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0253,-72.0244",162,"48.7667,-72.0333",48.7667,-72.0333,0.855652902,-1.257062922,0.85113948,-1.257218256,28.74430914
50624,368067,QC,48.8783,-72.9072,19-06-2016,0.3,L,Intensive,Boreal Shield East,"(45, 50]","48.8783,-72.9072",134,"48.8417,-72.5469",48.8417,-72.5469,0.853087268,-1.272470688,0.852448477,-1.266182267,26.65341276
50625,368068,QC,49.1203,-72.5883,20-06-2016,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.1203,-72.5883",134,"48.8417,-72.5469",48.8417,-72.5469,0.857310965,-1.266904833,0.852448477,-1.266182267,31.10634436
50626,368069,QC,49.0658,-72.7239,02-08-2016,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.0658,-72.7239",134,"48.8417,-72.5469",48.8417,-72.5469,0.85635976,-1.2692715,0.852448477,-1.266182267,28.0533555
50627,368070,QC,49.5047,-71.9017,31-08-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","49.5047,-71.9017",35,"49.8403,-71.1683",49.8403,-71.1683,0.86402001,-1.254921403,0.869877335,-1.242121158,64.5951675
50628,368071,QC,49.3078,-72.3878,28-08-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","49.3078,-72.3878",134,"48.8417,-72.5469",48.8417,-72.5469,0.860583457,-1.263405448,0.852448477,-1.266182267,53.07445059
50629,368078,QC,49.2378,-70.0475,23-06-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","49.2378,-70.0475",135,"48.8942,-71.0317",48.8942,-71.0317,0.859361726,-1.222559508,0.853364775,-1.239737038,81.19467083
50630,368079,QC,49.2153,-70.3783,11-07-2011,0.1,L,Intensive,Boreal Shield East,"(45, 50]","49.2153,-70.3783",135,"48.8942,-71.0317",48.8942,-71.0317,0.858969027,-1.228333057,0.853364775,-1.239737038,59.47580018
50631,368080,QC,48.3369,-69.7672,17-07-2011,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.3369,-69.7672",52,"48.2581,-69.5228",48.2581,-69.5228,0.843638055,-1.21766735,0.842262736,-1.213401765,20.07800192
50632,368081,QC,48.6472,-70.7364,25-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6472,-70.7364",240,"48.4,-70.5333",48.4,-70.5333,0.849053812,-1.234583081,0.844739358,-1.231038317,31.2737944
50633,368082,QC,48.2361,-69.6586,18-06-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2361,-69.6586",52,"48.2581,-69.5228",48.2581,-69.5228,0.841878763,-1.215771922,0.842262736,-1.213401765,10.3423507
50634,368083,QC,48.5506,-69.2558,31-07-2012,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.5506,-69.2558",59,"48.4156,-68.8928",48.4156,-68.8928,0.847367824,-1.208741736,0.845011629,-1.202406191,30.6589616
50635,368084,QC,48.3883,-69.5022,25-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3883,-69.5022",52,"48.2581,-69.5228",48.2581,-69.5228,0.844535154,-1.213042227,0.842262736,-1.213401765,14.54833653
50636,368085,QC,48.3381,-69.4744,03-05-2013,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.3381,-69.4744",52,"48.2581,-69.5228",48.2581,-69.5228,0.843658999,-1.212557026,0.842262736,-1.213401765,9.583040082
50637,368086,QC,49.4064,-70.5197,15-06-2013,26,H,Intensive,Boreal Shield East,"(45, 50]","49.4064,-70.5197",35,"49.8403,-71.1683",49.8403,-71.1683,0.862304352,-1.230800953,0.869877335,-1.242121158,67.11864497
50638,368087,QC,48.4214,-69.4731,04-10-2013,0.8,H,Intensive,Boreal Shield East,"(45, 50]","48.4214,-69.4731",52,"48.2581,-69.5228",48.2581,-69.5228,0.845112858,-1.212534337,0.842262736,-1.213401765,18.51434992
50639,368088,QC,48.3767,-69.4142,24-06-2014,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.3767,-69.4142",52,"48.2581,-69.5228",48.2581,-69.5228,0.844332696,-1.211506338,0.842262736,-1.213401765,15.43062948
50640,368089,QC,49.3867,-70.1447,28-06-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","49.3867,-70.1447",135,"48.8942,-71.0317",48.8942,-71.0317,0.861960522,-1.224255968,0.853364775,-1.239737038,84.57700135
50641,368090,QC,49.045,-70.5981,29-06-2014,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.045,-70.5981",135,"48.8942,-71.0317",48.8942,-71.0317,0.855996732,-1.232169291,0.853364775,-1.239737038,35.79549544
50642,368091,QC,49.1883,-69.9464,02-07-2014,0.1,L,Intensive,Boreal Shield East,"(45, 50]","49.1883,-69.9464",135,"48.8942,-71.0317",48.8942,-71.0317,0.858497788,-1.22079498,0.853364775,-1.239737038,85.54574662
50643,368092,QC,49.2861,-70.8933,08-07-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","49.2861,-70.8933",135,"48.8942,-71.0317",48.8942,-71.0317,0.86020472,-1.237321503,0.853364775,-1.239737038,44.69937621
50644,368093,QC,48.2369,-69.6614,23-07-2014,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.2369,-69.6614",52,"48.2581,-69.5228",48.2581,-69.5228,0.841892726,-1.215820792,0.842262736,-1.213401765,10.52345756
50645,368094,QC,48.7181,-70.5275,27-07-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7181,-70.5275",240,"48.4,-70.5333",48.4,-70.5333,0.85029125,-1.230937088,0.844739358,-1.231038317,35.35147237
50646,368095,QC,48.8831,-69.6914,25-08-2014,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.8831,-69.6914",52,"48.2581,-69.5228",48.2581,-69.5228,0.853171044,-1.21634439,0.842262736,-1.213401765,70.55092608
50647,368096,QC,48.5811,-70.0906,26-08-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5811,-70.0906",146,"48.2603,-70.1144",48.2603,-70.1144,0.847900149,-1.223311745,0.842301133,-1.223727133,35.69212006
50648,368097,QC,48.3847,-69.5292,24-05-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.3847,-69.5292",52,"48.2581,-69.5228",48.2581,-69.5228,0.844472323,-1.213513466,0.842262736,-1.213401765,14.07638566
50649,368098,QC,49.3578,-70.9381,02-06-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","49.3578,-70.9381",135,"48.8942,-71.0317",48.8942,-71.0317,0.861456122,-1.23810341,0.853364775,-1.239737038,51.9652945
50650,368099,QC,48.2564,-69.6933,23-08-2015,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.2564,-69.6933",52,"48.2581,-69.5228",48.2581,-69.5228,0.842233065,-1.216377552,0.842262736,-1.213401765,12.61597109
50651,368100,QC,48.6464,-70.0878,18-06-2016,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.6464,-70.0878",240,"48.4,-70.5333",48.4,-70.5333,0.849039849,-1.223262875,0.844739358,-1.231038317,42.71798949
50652,368101,QC,48.66,-69.4797,25-06-2016,19.5,L,Intensive,Boreal Shield East,"(45, 50]","48.66,-69.4797",52,"48.2581,-69.5228",48.2581,-69.5228,0.849277214,-1.212649528,0.842262736,-1.213401765,44.77397877
50653,368102,QC,48.9294,-70.7242,15-08-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.9294,-70.7242",135,"48.8942,-71.0317",48.8942,-71.0317,0.853979131,-1.234370151,0.853364775,-1.239737038,22.79593832
50654,368137,QC,48.1686,-75.6439,09-05-2011,0.7,H,Intensive,Boreal Shield East,"(45, 50]","48.1686,-75.6439",145,"47.9222,-74.6242",47.9222,-74.6242,0.840700666,-1.320235114,0.836400175,-1.302437992,80.55105241
50655,368138,QC,48.4628,-75.0114,03-06-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4628,-75.0114",145,"47.9222,-74.6242",47.9222,-74.6242,0.845835425,-1.309195907,0.836400175,-1.302437992,66.57046997
50656,368139,QC,48.6694,-75.5303,20-07-2011,1.4,L,Intensive,Boreal Shield East,"(45, 50]","48.6694,-75.5303",145,"47.9222,-74.6242",47.9222,-74.6242,0.849441275,-1.31825242,0.836400175,-1.302437992,106.6838542
50657,368140,QC,48.6667,-75.8333,21-05-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","48.6667,-75.8333",145,"47.9222,-74.6242",47.9222,-74.6242,0.849394151,-1.323540768,0.836400175,-1.302437992,121.7979314
50658,368141,QC,48.6992,-75.1778,21-05-2012,139.4,L,Intensive,Boreal Shield East,"(45, 50]","48.6992,-75.1778",145,"47.9222,-74.6242",47.9222,-74.6242,0.849961383,-1.312100134,0.836400175,-1.302437992,95.54727883
50659,368142,QC,48.4681,-76.1422,21-05-2012,85,L,Intensive,Boreal Shield East,"(45, 50]","48.4681,-76.1422",145,"47.9222,-74.6242",47.9222,-74.6242,0.845927927,-1.32893209,0.836400175,-1.302437992,127.7630662
50660,368143,QC,48.2433,-76.3439,21-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2433,-76.3439",229,"48.0533,-77.7828",48.0533,-77.7828,0.842004427,-1.332452419,0.838688301,-1.357565961,108.7521484
50661,368144,QC,48.4817,-76.1519,21-05-2012,5,L,Intensive,Boreal Shield East,"(45, 50]","48.4817,-76.1519",145,"47.9222,-74.6242",47.9222,-74.6242,0.846165292,-1.329101387,0.836400175,-1.302437992,129.1035104
50662,368145,QC,48.2906,-75.6547,29-06-2012,0.8,L,Intensive,Boreal Shield East,"(45, 50]","48.2906,-75.6547",145,"47.9222,-74.6242",47.9222,-74.6242,0.842829968,-1.32042361,0.836400175,-1.302437992,86.73506133
50663,368146,QC,49,-74.4328,06-07-2012,4.4,L,Intensive,Boreal Shield East,"(45, 50]","49.0,-74.4328",19,"49.2786,-73.3556",49.2786,-73.3556,0.855211333,-1.299097431,0.860073821,-1.280296745,84.20955773
50664,368147,QC,48.8586,-75.3594,06-07-2012,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.8586,-75.3594",21,"49.8225,-74.9753",49.8225,-74.9753,0.852743438,-1.315269652,0.869566667,-1.308565843,110.6645502
50665,368148,QC,48.2961,-75.8572,13-07-2012,0.2,L,Intensive,Boreal Shield East,"(45, 50]","48.2961,-75.8572",145,"47.9222,-74.6242",47.9222,-74.6242,0.842925961,-1.323957901,0.836400175,-1.302437992,100.4796791
50666,368149,QC,48.45,-75.1247,12-07-2012,1.1,L,Intensive,Boreal Shield East,"(45, 50]","48.45,-75.1247",145,"47.9222,-74.6242",47.9222,-74.6242,0.845612023,-1.311173365,0.836400175,-1.302437992,69.39029098
50667,368150,QC,49.055,-74.8386,12-07-2012,6.5,L,Intensive,Boreal Shield East,"(45, 50]","49.055,-74.8386",36,"49.7667,-74.5333",49.7667,-74.5333,0.856171265,-1.306179978,0.868592773,-1.300851487,82.11018763
50668,368151,QC,48.4878,-75.6931,14-07-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","48.4878,-75.6931",145,"47.9222,-74.6242",47.9222,-74.6242,0.846271757,-1.321093816,0.836400175,-1.302437992,101.0793231
50669,368152,QC,48.4258,-75.7161,12-07-2012,12.9,L,Intensive,Boreal Shield East,"(45, 50]","48.4258,-75.7161",145,"47.9222,-74.6242",47.9222,-74.6242,0.845189653,-1.321495242,0.836400175,-1.302437992,98.38176615
50670,368153,QC,48.815,-74.9606,13-07-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","48.815,-74.9606",145,"47.9222,-74.6242",47.9222,-74.6242,0.851982474,-1.308309279,0.836400175,-1.302437992,102.2732293
50671,368154,QC,48.4275,-74.5975,22-07-2012,0.3,L,Intensive,Boreal Shield East,"(45, 50]","48.4275,-74.5975",145,"47.9222,-74.6242",47.9222,-74.6242,0.845219324,-1.301971989,0.836400175,-1.302437992,56.18636771
50672,368155,QC,48.9153,-74.7856,23-07-2012,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.9153,-74.7856",36,"49.7667,-74.5333",49.7667,-74.5333,0.85373304,-1.305254953,0.868592773,-1.300851487,96.35916559
50673,368156,QC,48.6544,-74.0167,23-07-2012,3,L,Intensive,Boreal Shield East,"(45, 50]","48.6544,-74.0167",19,"49.2786,-73.3556",49.2786,-73.3556,0.849179476,-1.291835116,0.860073821,-1.280296745,84.48299896
50674,368157,QC,48.9608,-74.3511,23-07-2012,0.3,L,Intensive,Boreal Shield East,"(45, 50]","48.9608,-74.3511",19,"49.2786,-73.3556",49.2786,-73.3556,0.854527164,-1.297671497,0.860073821,-1.280296745,80.55490763
50675,368158,QC,48.4475,-75.7433,30-07-2012,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.4475,-75.7433",145,"47.9222,-74.6242",47.9222,-74.6242,0.845568389,-1.321969971,0.836400175,-1.302437992,101.4002043
50676,368159,QC,49.1267,-74.3342,23-07-2012,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.1267,-74.3342",36,"49.7667,-74.5333",49.7667,-74.5333,0.857422666,-1.297376537,0.868592773,-1.300851487,72.56013316
50677,368160,QC,48.3883,-74.8828,04-08-2012,8,H,Intensive,Boreal Shield East,"(45, 50]","48.3883,-74.8828",145,"47.9222,-74.6242",47.9222,-74.6242,0.844535154,-1.306951413,0.836400175,-1.302437992,55.22930541
50678,368161,QC,48.6178,-75.5017,29-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6178,-75.5017",145,"47.9222,-74.6242",47.9222,-74.6242,0.848540685,-1.317753256,0.836400175,-1.302437992,100.9336714
50679,368162,QC,48.4222,-75.7475,27-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4222,-75.7475",145,"47.9222,-74.6242",47.9222,-74.6242,0.845126821,-1.322043275,0.836400175,-1.302437992,100.0840116
50680,368163,QC,48.4411,-76.0644,06-09-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4411,-76.0644",145,"47.9222,-74.6242",47.9222,-74.6242,0.845456688,-1.327574224,0.836400175,-1.302437992,121.2916955
50681,368164,QC,48.8686,-73.4947,13-06-2013,0.3,L,Intensive,Boreal Shield East,"(45, 50]","48.8686,-73.4947",19,"49.2786,-73.3556",49.2786,-73.3556,0.852917971,-1.282724498,0.860073821,-1.280296745,46.67297106
50682,368165,QC,48.6069,-75.1808,12-06-2013,1.3,L,Intensive,Boreal Shield East,"(45, 50]","48.6069,-75.1808",145,"47.9222,-74.6242",47.9222,-74.6242,0.848350444,-1.312152494,0.836400175,-1.302437992,86.51316194
50683,368166,QC,48.4672,-75.7711,04-06-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4672,-75.7711",145,"47.9222,-74.6242",47.9222,-74.6242,0.845912219,-1.322455173,0.836400175,-1.302437992,104.3329279
50684,368167,QC,49.3514,-74.3642,02-08-2013,0,L,Intensive,Boreal Shield East,"(45, 50]","49.3514,-74.3642",36,"49.7667,-74.5333",49.7667,-74.5333,0.86134442,-1.297900136,0.868592773,-1.300851487,47.73279747
50685,368168,QC,48.3417,-75.7297,09-06-2014,0,L,Intensive,Boreal Shield East,"(45, 50]","48.3417,-75.7297",145,"47.9222,-74.6242",47.9222,-74.6242,0.843721831,-1.321732607,0.836400175,-1.302437992,94.3158571
50686,368169,QC,48.2833,-75.7178,26-06-2014,15.4,H,Intensive,Boreal Shield East,"(45, 50]","48.2833,-75.7178",145,"47.9222,-74.6242",47.9222,-74.6242,0.842702559,-1.321524912,0.836400175,-1.302437992,90.53238264
50687,368170,QC,48.7144,-75.5069,28-06-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7144,-75.5069",145,"47.9222,-74.6242",47.9222,-74.6242,0.850226673,-1.317844013,0.836400175,-1.302437992,109.5642928
50688,368171,QC,49.0353,-73.6161,30-07-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0353,-73.6161",19,"49.2786,-73.3556",49.2786,-73.3556,0.855827435,-1.284843327,0.860073821,-1.280296745,33.00595436
50689,368172,QC,48.3311,-75.5117,09-09-2014,6.9,H,Intensive,Boreal Shield East,"(45, 50]","48.3311,-75.5117",145,"47.9222,-74.6242",47.9222,-74.6242,0.843536826,-1.317927789,0.836400175,-1.302437992,79.98839463
50690,368173,QC,48.6556,-74.9647,01-06-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.6556,-74.9647",145,"47.9222,-74.6242",47.9222,-74.6242,0.84920042,-1.308380838,0.836400175,-1.302437992,85.29904972
50691,368174,QC,49.1094,-74.6911,28-06-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","49.1094,-74.6911",36,"49.7667,-74.5333",49.7667,-74.5333,0.857120724,-1.303605617,0.868592773,-1.300851487,73.92719088
50692,368175,QC,49.2189,-74.1447,03-08-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","49.2189,-74.1447",19,"49.2786,-73.3556",49.2786,-73.3556,0.859031859,-1.294069138,0.860073821,-1.280296745,57.62407825
50693,368176,QC,48.2753,-76.2094,06-10-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2753,-76.2094",229,"48.0533,-77.7828",48.0533,-77.7828,0.842562932,-1.330104951,0.838688301,-1.357565961,119.1989869
50694,368177,QC,48.2361,-76.3869,21-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2361,-76.3869",229,"48.0533,-77.7828",48.0533,-77.7828,0.841878763,-1.33320291,0.838688301,-1.357565961,105.4767263
50695,368178,QC,49.0506,-73.3467,23-05-2016,2,H,Intensive,Boreal Shield East,"(45, 50]","49.0506,-73.3467",19,"49.2786,-73.3556",49.2786,-73.3556,0.85609447,-1.28014141,0.860073821,-1.280296745,25.3447779
50696,368179,QC,48.565,-75.2475,24-06-2016,6.6,L,Intensive,Boreal Shield East,"(45, 50]","48.565,-75.2475",145,"47.9222,-74.6242",47.9222,-74.6242,0.847619151,-1.313316629,0.836400175,-1.302437992,85.02973597
50697,368180,QC,49.0433,-73.6297,14-07-2016,11.5,L,Intensive,Boreal Shield East,"(45, 50]","49.0433,-73.6297",19,"49.2786,-73.3556",49.2786,-73.3556,0.855967061,-1.285080692,0.860073821,-1.280296745,32.87016739
50698,368181,QC,48.6158,-75.1436,17-07-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6158,-75.1436",145,"47.9222,-74.6242",47.9222,-74.6242,0.848505778,-1.311503232,0.836400175,-1.302437992,86.12039008
50699,368182,QC,48.6694,-75.6889,03-08-2016,3.6,L,Intensive,Boreal Shield East,"(45, 50]","48.6694,-75.6889",145,"47.9222,-74.6242",47.9222,-74.6242,0.849441275,-1.321020512,0.836400175,-1.302437992,114.4100817
50700,368183,QC,48.6714,-75.6792,03-08-2016,0,L,Intensive,Boreal Shield East,"(45, 50]","48.6714,-75.6792",145,"47.9222,-74.6242",47.9222,-74.6242,0.849476182,-1.320851215,0.836400175,-1.302437992,114.0789888
50701,368196,QC,49.0036,-71.3647,23-06-2011,0.8,H,Intensive,Boreal Shield East,"(45, 50]","49.0036,-71.3647",135,"48.8942,-71.0317",48.8942,-71.0317,0.855274165,-1.245548985,0.853364775,-1.239737038,27.17327747
50702,368197,QC,48.7406,-72.4961,09-10-2011,2,H,Intensive,Boreal Shield East,"(45, 50]","48.7406,-72.4961",134,"48.8417,-72.5469",48.8417,-72.5469,0.850683949,-1.26529564,0.852448477,-1.266182267,11.8343136
50703,368198,QC,48.9214,-72.6231,30-04-2012,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.9214,-72.6231",134,"48.8417,-72.5469",48.8417,-72.5469,0.853839505,-1.267512208,0.852448477,-1.266182267,10.46179539
50704,368199,QC,49.0486,-72.5781,30-04-2012,0.3,H,Intensive,Boreal Shield East,"(45, 50]","49.0486,-72.5781",134,"48.8417,-72.5469",48.8417,-72.5469,0.856059563,-1.26672681,0.852448477,-1.266182267,23.10427468
50705,368200,QC,49.0281,-72.5697,02-05-2012,0.5,H,Intensive,Boreal Shield East,"(45, 50]","49.0281,-72.5697",134,"48.8417,-72.5469",48.8417,-72.5469,0.855701771,-1.266580202,0.852448477,-1.266182267,20.78048243
